t_wall,scan_stamp_sec,odom_stamp_sec,camera_stamp_sec,goal_stamp_sec,goal_x,goal_y,camera_h,camera_w,velocity,goal_distance,goal_angle,state_0,state_1,state_2,state_3,state_4,state_5,state_6,state_7,state_8,state_9,state_10,state_11,state_12,state_13,state_14,state_15,state_16,state_17
1774177491.329884,479.259000,479.347000,479.271000,1774177491.231194,2.000000,2.000000,480,640,0.002787,2.250344,-1.498147,1.513452,3.793082,1.679848,1.364610,3.098963,3.228044,1.323359,1.244279,9.368824,9.368824,1.324479,1.005264,0.940273,0.942960,1.068836,0.002787,2.250344,-1.498147
1774177491.429232,479.359000,479.447000,479.371000,1774177491.231194,2.000000,2.000000,480,640,0.003910,2.250491,-1.555284,1.643121,4.928837,1.537714,1.365497,3.088880,2.670641,1.242557,1.243590,9.331901,9.331901,1.261374,0.990487,0.945068,0.953499,1.110629,0.003910,2.250491,-1.555285
1774177491.539771,479.459000,479.547000,479.471000,1774177491.431249,2.000000,2.000000,480,640,0.000680,2.250539,-1.610518,1.799897,5.010709,1.419757,1.362452,3.078180,2.289548,1.241096,1.309033,9.341173,9.341173,1.209169,0.979753,0.949960,0.967380,1.158907,0.000680,2.250539,-1.610518
1774177491.631993,479.559000,479.647000,479.572000,1774177491.431249,2.000000,2.000000,480,640,0.000730,2.250547,-1.664623,1.988374,2.829996,1.351076,1.389326,3.070170,2.018601,1.238072,9.344743,9.344743,9.344743,1.166736,0.972841,0.954918,0.984330,1.213405,0.000730,2.250547,-1.664623
1774177491.729606,479.659000,479.747000,479.671000,1774177491.631197,2.000000,2.000000,480,640,0.000773,2.250560,-1.717835,2.220886,2.425314,1.343918,3.082664,3.063248,1.814089,1.232875,9.345981,9.345981,9.345981,1.131668,0.969190,0.959939,1.004517,1.275577,0.000773,2.250560,-1.717835
1774177491.829191,479.759000,479.847000,479.671000,1774177491.631197,2.000000,2.000000,480,640,0.000828,2.250576,-1.770174,2.514408,2.130987,1.341687,3.057258,3.570333,1.654340,1.226545,9.343864,9.343864,9.343864,1.102677,0.968516,0.965003,1.028070,1.346699,0.000828,2.250576,-1.770174
1774177491.929291,479.859000,479.947000,479.873000,1774177491.831189,2.000000,2.000000,480,640,0.000815,2.250600,-1.821662,2.895074,1.903770,1.338820,3.052182,4.343310,1.526471,1.226149,9.341184,9.341184,9.341184,1.078856,0.970625,0.970097,1.055152,1.428262,0.000815,2.250600,-1.821662
1774177492.029207,479.959000,480.047000,479.971000,1774177491.831189,2.000000,2.000000,480,640,0.000921,2.250627,-1.872326,3.406397,1.725152,1.334779,3.047996,3.877879,1.422070,1.229886,9.336616,9.336616,9.336616,1.059452,0.975186,0.975810,1.085969,1.522191,0.000921,2.250627,-1.872326
1774177492.129538,480.059000,480.147000,479.971000,1774177492.031197,2.000000,2.000000,480,640,0.198730,2.253091,-1.896882,4.135900,1.580086,1.331333,3.044706,3.174482,1.335521,1.222037,9.331544,9.331544,1.366578,1.043929,0.980276,0.983938,1.120801,1.630929,0.198730,2.253091,-1.896882
1774177492.229966,480.159000,480.237000,479.971000,1774177492.031197,2.000000,2.000000,480,640,0.198047,2.258860,-1.899081,4.392087,1.540974,1.341188,3.044438,2.991069,1.297019,1.210118,9.332329,9.332329,1.356072,1.044074,0.985044,0.989915,1.134569,1.668025,0.198047,2.258860,-1.899081
1774177492.330090,480.259000,480.337000,480.271000,1774177492.231242,2.000000,2.000000,480,640,0.198040,2.265305,-1.900793,4.298024,1.547675,1.344675,3.046915,2.983091,1.275930,1.197546,9.337486,9.337486,1.369351,1.050503,0.988990,0.993299,1.135215,1.661027,0.198040,2.265305,-1.900793
1774177492.429392,480.359000,480.437000,480.371000,1774177492.231242,2.000000,2.000000,480,640,0.198059,2.271777,-1.901834,4.195281,1.556277,1.357904,3.050268,2.982827,1.255718,1.182452,9.341230,9.341230,9.341230,1.057338,0.992967,0.996701,1.135487,1.652654,0.198059,2.271777,-1.901834
1774177492.529171,480.459000,480.547000,480.472000,1774177492.431176,2.000000,2.000000,480,640,0.198022,2.278910,-1.902330,4.087282,1.566617,1.375010,3.054508,2.989640,1.236202,1.163020,9.343936,9.343936,9.343936,1.064584,0.997069,1.000169,1.135506,1.643278,0.198022,2.278910,-1.902330
1774177492.629256,480.559000,480.647000,480.571000,1774177492.431176,2.000000,2.000000,480,640,0.198013,2.285399,-1.902276,3.978981,1.578306,1.391212,3.059428,3.003103,1.217225,1.144033,9.386742,9.386742,9.386742,1.072249,1.001202,1.003748,1.135376,1.633219,0.198013,2.285399,-1.902276
1774177492.729242,480.659000,480.747000,480.672000,1774177492.631181,2.000000,2.000000,480,640,0.198004,2.291883,-1.901783,3.872503,1.591156,1.401092,3.064985,3.022902,1.198647,1.125375,9.386876,9.386876,9.386876,1.080338,1.005507,1.007473,1.135189,1.622752,0.198004,2.291883,-1.901783
1774177492.836325,480.759000,480.847000,480.772000,1774177492.631181,2.000000,2.000000,480,640,0.197994,2.298353,-1.900954,3.766721,1.605546,1.410303,3.071171,3.049437,1.180417,1.109408,9.386730,9.386730,9.386730,1.088869,1.009888,1.011367,1.134986,1.612004,0.197994,2.298353,-1.900954
1774177492.929887,480.859000,480.947000,480.772000,1774177492.831193,2.000000,2.000000,480,640,0.197985,2.304805,-1.899869,3.663353,1.620884,1.420109,3.075596,3.082318,1.162377,1.094871,9.426095,9.426095,9.426095,1.097838,1.014465,1.015466,1.134862,1.601245,0.197985,2.304805,-1.899868
1774177493.038687,480.959000,481.047000,480.772000,1774177492.831193,2.000000,2.000000,480,640,0.197975,2.311235,-1.898612,3.566324,1.637146,1.432145,3.062285,3.121404,1.144404,1.080242,9.424641,9.424641,9.424641,1.107241,1.019143,1.019793,1.134879,1.590667,0.197975,2.311234,-1.898612
1774177493.129858,481.059000,481.147000,481.071000,1774177493.031217,2.000000,2.000000,480,640,0.197965,2.317639,-1.897284,3.473529,1.653972,1.446087,3.069108,3.166411,1.126363,1.065592,9.423645,9.423645,9.423645,1.117065,1.024054,1.024369,1.135104,1.580456,0.197965,2.317639,-1.897284
1774177493.230245,481.159000,481.237000,481.071000,1774177493.031217,2.000000,2.000000,480,640,0.197957,2.323382,-1.896098,3.386721,1.671601,1.460155,3.076117,3.216682,1.108091,1.050999,9.461139,9.461139,9.461139,1.127286,1.029068,1.029213,1.135606,1.570814,0.197957,2.323382,-1.896098
1774177493.329787,481.259000,481.337000,481.271000,1774177493.231236,2.000000,2.000000,480,640,0.197948,2.329740,-1.894888,3.306224,1.689124,1.473878,3.083201,3.271705,1.089455,1.036518,9.460094,9.460094,9.460094,1.137878,1.034358,1.034332,1.136429,1.561873,0.197948,2.329740,-1.894888
1774177493.429692,481.359000,481.437000,481.372000,1774177493.231236,2.000000,2.000000,480,640,0.197939,2.336076,-1.893891,3.231873,1.706864,1.487916,3.090185,3.330147,1.070264,1.019133,9.497852,9.497852,9.497852,1.148797,1.039934,1.039740,1.137639,1.553819,0.197939,2.336076,-1.893891
1774177493.529420,481.459000,481.537000,481.372000,1774177493.431204,2.000000,2.000000,480,640,0.197931,2.342396,-1.893181,3.165948,1.723787,1.501807,3.091739,3.390579,1.050361,0.999234,9.497595,9.497595,9.497595,1.159993,1.045795,1.045393,1.139278,1.546780,0.197931,2.342396,-1.893181
1774177493.629541,481.559000,481.637000,481.571000,1774177493.431204,2.000000,2.000000,480,640,0.197923,2.348706,-1.892841,3.106347,1.740084,1.516034,3.078600,3.451481,1.029612,0.981753,9.498714,9.498714,9.498714,1.171419,1.051933,1.051208,1.141373,1.540836,0.197923,2.348706,-1.892841
1774177493.729570,481.659000,481.737000,481.571000,1774177493.631197,2.000000,2.000000,480,640,0.197916,2.355014,-1.892944,3.053771,1.755203,1.530532,3.083114,3.510856,1.007886,0.968610,9.537666,9.537666,9.537666,1.183027,1.058343,1.057275,1.143954,1.536069,0.197916,2.355014,-1.892944
1774177493.829427,481.759000,481.837000,481.571000,1774177493.631197,2.000000,2.000000,480,640,0.197909,2.361327,-1.893584,3.008110,1.768898,1.545511,3.087604,3.565599,0.985026,0.955790,9.540436,9.540436,9.540436,1.194716,1.064989,1.063478,1.147028,1.532557,0.197909,2.361327,-1.893584
1774177493.929434,481.859000,481.937000,481.871000,1774177493.831199,2.000000,2.000000,480,640,0.197903,2.367659,-1.894818,2.969121,1.780440,1.560433,3.091237,3.612693,0.960924,0.935097,9.544846,9.544846,9.544846,1.206447,1.071875,1.069947,1.150632,1.530372,0.197903,2.367659,-1.894818
1774177494.029457,481.959000,482.037000,481.871000,1774177493.831199,2.000000,2.000000,480,640,0.197898,2.374019,-1.896711,2.937344,1.789609,1.565124,3.093873,3.648481,0.935487,0.920456,9.550909,9.550909,9.550909,1.218139,1.078969,1.076543,1.154765,1.529550,0.197898,2.374019,-1.896711
1774177494.139832,482.059000,482.137000,482.071000,1774177494.031190,2.000000,2.000000,480,640,0.197893,2.380422,-1.899319,2.912506,1.796013,1.576820,3.095366,3.668825,0.908637,0.908903,9.593355,9.593355,9.593355,1.229713,1.086246,1.083355,1.159434,1.530134,0.197893,2.380422,-1.899319
1774177494.229555,482.159000,482.237000,482.171000,1774177494.031190,2.000000,2.000000,480,640,0.197889,2.386881,-1.902690,2.894058,1.799303,1.593458,3.095591,3.669544,0.888042,0.897686,9.601827,9.601827,9.601827,1.241095,1.093679,1.090374,1.164640,1.532150,0.197889,2.386881,-1.902690
1774177494.329170,482.259000,482.337000,482.171000,1774177494.231304,2.000000,2.000000,480,640,0.197885,2.393411,-1.906866,2.882138,1.799176,1.611021,3.094434,3.646549,0.876245,0.886814,9.612182,9.612182,9.612182,9.612182,1.101240,1.097504,1.170382,1.535625,0.197885,2.393411,-1.906866
1774177494.430014,482.359000,482.437000,482.371000,1774177494.231304,2.000000,2.000000,480,640,0.197883,2.400027,-1.911877,2.876879,1.795439,1.613751,3.110972,3.596282,0.858247,0.876295,9.624055,9.624055,9.624055,9.624055,1.108900,1.104799,1.176655,1.540580,0.197883,2.400027,-1.911877
1774177494.529451,482.459000,482.537000,482.471000,1774177494.431319,2.000000,2.000000,480,640,0.197881,2.406745,-1.917744,2.878129,1.787714,1.632540,3.116524,3.516376,0.840183,0.866133,9.637930,9.637930,9.637930,9.637930,1.116632,1.112247,1.183453,1.547025,0.197881,2.406745,-1.917744
1774177494.631149,482.559000,482.637000,482.571000,1774177494.431319,2.000000,2.000000,480,640,0.197880,2.413581,-1.924481,2.885696,1.776287,1.649372,3.110829,3.405926,0.827481,0.856332,9.653218,9.653218,9.653218,9.653218,1.124411,1.119825,1.190766,1.554965,0.197880,2.413581,-1.924481
1774177494.729290,482.659000,482.737000,482.571000,1774177494.631206,2.000000,2.000000,480,640,0.197880,2.420551,-1.932095,2.900034,1.760621,1.657116,3.103453,3.265617,0.814081,0.846897,9.670559,9.670559,9.670559,9.670559,1.132211,1.127513,1.198586,1.564410,0.197880,2.420551,-1.932095
1774177494.829338,482.759000,482.837000,482.571000,1774177494.631206,2.000000,2.000000,480,640,0.197881,2.427671,-1.940580,2.920514,1.741477,1.676580,3.124785,3.097970,0.798230,0.837833,9.657268,9.657268,9.657268,9.657268,1.140012,1.135292,1.206903,1.575367,0.197881,2.427671,-1.940580
1774177494.929601,482.859000,482.937000,482.871000,1774177494.831197,2.000000,2.000000,480,640,0.197882,2.434957,-1.949922,2.948140,1.718208,1.684599,3.113929,2.907233,0.783146,0.829141,9.677849,9.677849,9.677849,9.677849,1.147795,1.143146,1.215704,1.587831,0.197882,2.434957,-1.949922
1774177495.029279,482.959000,483.037000,482.971000,1774177494.831197,2.000000,2.000000,480,640,0.197885,2.442423,-1.960097,2.982210,1.692567,1.706370,3.128660,2.698787,0.768760,0.820825,9.699821,9.699821,9.699821,9.699821,1.155545,1.151059,1.224979,1.601803,0.197885,2.442423,-1.960096
1774177495.129416,483.059000,483.137000,483.071000,1774177495.031247,2.000000,2.000000,480,640,0.197888,2.450085,-1.971073,3.022639,1.714808,1.728895,3.118553,2.478708,0.750425,0.812887,9.723166,9.723166,9.723166,9.723166,1.163250,1.159019,1.234714,1.617275,0.197888,2.450085,-1.971073
1774177495.229418,483.159000,483.237000,483.172000,1774177495.031247,2.000000,2.000000,480,640,0.197892,2.457954,-1.982811,3.070998,1.724137,1.752205,3.135010,2.253073,0.736493,9.717912,9.717912,9.717912,9.717912,9.717912,1.170902,1.167017,1.244896,1.634237,0.197892,2.457954,-1.982811
1774177495.329455,483.259000,483.337000,483.271000,1774177495.231308,2.000000,2.000000,480,640,0.197897,2.466045,-1.995259,3.125421,1.734279,1.776323,3.117294,2.027515,0.724139,9.743999,9.743999,9.743999,9.743999,9.743999,1.178494,1.175013,1.255509,1.652673,0.197897,2.466045,-1.995259
1774177495.429559,483.359000,483.437000,483.271000,1774177495.231308,2.000000,2.000000,480,640,0.197902,2.474368,-2.008361,3.187707,1.756286,1.801273,3.131216,1.806807,0.707725,9.741944,9.741944,9.741944,9.741944,9.741944,1.186023,1.182954,1.266537,1.672558,0.197902,2.474368,-2.008361
1774177495.529586,483.459000,483.537000,483.271000,1774177495.431235,2.000000,2.000000,480,640,0.197907,2.482932,-2.022053,3.258272,1.769263,3.485378,3.144456,1.594648,0.696499,9.770409,9.770409,9.770409,9.770409,9.770409,1.193490,1.190897,1.277959,1.693863,0.197907,2.482933,-2.022053
1774177495.629774,483.559000,483.637000,483.571000,1774177495.431235,2.000000,2.000000,480,640,0.197914,2.491748,-2.036264,3.335010,1.780845,3.455838,3.125891,1.393663,0.681829,9.771171,9.771171,9.771171,9.771171,9.771171,1.200894,1.198801,1.289754,1.716546,0.197914,2.491748,-2.036264
1774177495.729337,483.659000,483.737000,483.671000,1774177495.631204,2.000000,2.000000,480,640,0.197921,2.500820,-2.050917,3.420391,1.793221,3.425231,3.133326,1.205450,0.670350,9.801100,9.801100,9.801100,9.801100,9.801100,1.208238,1.206586,1.301895,1.740555,0.197921,2.500820,-2.050917
1774177495.829550,483.759000,483.837000,483.771000,1774177495.631204,2.000000,2.000000,480,640,0.197928,2.510154,-2.065932,3.514796,1.806326,3.393885,3.143985,1.030768,0.658338,9.804525,9.804525,9.804525,9.804525,9.804525,1.215524,1.214350,1.314353,1.765824,0.197928,2.510154,-2.065932
1774177495.930173,483.859000,483.937000,483.872000,1774177495.831234,2.000000,2.000000,480,640,0.197936,2.519755,-2.081222,3.616422,1.819594,3.362121,3.154324,0.869689,0.645997,9.809230,9.809230,9.809230,9.809230,9.809230,1.222753,1.221938,1.327094,1.792271,0.197936,2.519755,-2.081222
1774177496.029356,483.959000,484.037000,483.971000,1774177495.831234,2.000000,2.000000,480,640,0.197944,2.529623,-2.096700,3.725079,1.832958,3.330245,3.158622,0.721793,0.634447,9.840052,9.840052,9.840052,9.840052,9.840052,1.229928,1.229470,1.340077,1.819799,0.197944,2.529624,-2.096700
1774177496.129566,484.059000,484.137000,484.071000,1774177496.031305,2.000000,2.000000,480,640,0.197953,2.539760,-2.112274,3.844195,1.853538,3.298548,3.150083,0.623637,0.625762,9.846070,9.846070,9.846070,9.846070,9.846070,1.237047,1.236815,1.353257,1.848288,0.197953,2.539760,-2.112274
1774177496.229405,484.159000,484.237000,484.171000,1774177496.031305,2.000000,2.000000,480,640,0.197961,2.550162,-2.127851,3.970136,1.872684,3.267298,3.146795,0.613525,0.619528,9.877975,9.877975,9.877975,9.877975,9.877975,1.244108,1.244067,1.366582,1.877599,0.197961,2.550162,-2.127851
1774177496.329585,484.259000,484.337000,484.271000,1774177496.231165,2.000000,2.000000,480,640,0.197970,2.560828,-2.143338,4.102357,1.886489,3.236741,3.156703,0.604079,0.613491,9.883770,9.883770,9.883770,9.883770,9.883770,1.251107,1.251261,1.379994,1.907568,0.197970,2.560828,-2.143338
1774177496.429621,484.359000,484.437000,484.271000,1774177496.231165,2.000000,2.000000,480,640,0.197979,2.571752,-2.158642,4.243050,1.900658,3.207095,3.167212,0.594271,0.607648,9.890636,9.890636,9.890636,9.890636,9.890636,1.258036,1.258387,1.393429,1.938007,0.197979,2.571752,-2.158642
1774177496.529515,484.459000,484.537000,484.471000,1774177496.431292,2.000000,2.000000,480,640,0.197988,2.582928,-2.173672,4.390166,1.915133,3.178555,3.203438,0.586377,0.601996,9.922246,9.922246,9.922246,9.922246,9.922246,1.264727,1.265435,1.406816,1.968706,0.197988,2.582928,-2.173672
1774177496.629643,484.559000,484.637000,484.571000,1774177496.431292,2.000000,2.000000,480,640,0.197989,2.594349,-2.188335,4.542694,1.929111,3.190978,3.277581,0.579089,0.596525,9.928441,9.928441,9.928441,9.928441,9.928441,1.271297,1.272390,1.420079,1.999430,0.197989,2.594349,-2.188335
1774177496.729491,484.659000,484.737000,484.671000,1774177496.631209,2.000000,2.000000,480,640,0.198005,2.606004,-2.202556,4.699239,1.943301,3.186720,3.352503,0.572406,9.935413,9.935413,9.935413,9.935413,9.935413,9.935413,1.277617,1.279235,1.433135,2.029911,0.198005,2.606004,-2.202556
1774177496.829370,484.759000,484.837000,484.772000,1774177496.631209,2.000000,2.000000,480,640,0.198013,2.617884,-2.216247,4.858304,1.964051,3.178481,3.427718,0.566227,9.964928,9.964928,9.964928,9.964928,9.964928,9.964928,1.283795,1.285957,1.445908,2.059901,0.198013,2.617884,-2.216247
1774177496.929484,484.859000,484.937000,484.871000,1774177496.831245,2.000000,2.000000,480,640,0.198021,2.629978,-2.229327,3.948149,1.981797,3.194916,3.501872,0.560269,9.971054,9.971054,9.971054,9.971054,9.971054,9.971054,1.289753,1.292533,1.458308,2.089091,0.198021,2.629978,-2.229327
1774177497.029532,484.959000,485.037000,484.871000,1774177496.831245,2.000000,2.000000,480,640,0.198028,2.642272,-2.241735,3.727437,1.995364,3.212996,3.576513,0.554488,9.999224,9.999224,9.999224,9.999224,9.999224,9.999224,1.295522,1.298945,1.470244,2.117169,0.198028,2.642272,-2.241735
1774177497.129824,485.059000,485.137000,485.071000,1774177497.031206,2.000000,2.000000,480,640,0.009229,2.646384,-2.282617,3.543174,2.008727,3.210596,3.647583,0.548927,10.004229,10.004229,10.004229,10.004229,10.004229,10.004229,1.301123,1.305126,1.481477,2.143363,0.009229,2.646384,-2.282617
1774177497.229403,485.159000,485.237000,485.171000,1774177497.031206,2.000000,2.000000,480,640,0.000997,2.646553,-2.343631,2.637800,2.009241,3.209779,0.546497,0.543559,10.004406,10.004406,10.004406,10.004406,10.004406,10.004406,1.306550,1.317866,1.533688,2.314832,0.000997,2.646553,-2.343631
1774177497.330044,485.259000,485.337000,485.271000,1774177497.231178,2.000000,2.000000,480,640,0.001049,2.646630,-2.403015,2.028219,2.012986,3.200510,0.537842,0.537359,10.013589,10.013589,10.013589,10.013589,10.013589,10.013589,1.312660,1.337076,1.602874,2.554288,0.001049,2.646631,-2.403015
1774177497.429457,485.359000,485.437000,485.371000,1774177497.231178,2.000000,2.000000,480,640,0.001096,2.646718,-2.461618,2.005861,3.727217,3.196011,0.531213,0.531511,9.999047,9.999047,9.999047,9.999047,9.999047,9.999047,1.318809,1.361308,1.683082,2.852957,0.001096,2.646718,-2.461618
1774177497.529561,485.459000,485.537000,485.371000,1774177497.431337,2.000000,2.000000,480,640,0.002128,2.646857,-2.520145,2.009048,3.503310,3.198666,0.525152,0.527372,10.005976,10.005976,10.005976,10.005976,10.005976,10.005976,1.324877,1.390709,1.776014,3.233485,0.002128,2.646857,-2.520145
1774177497.629249,485.559000,485.637000,485.371000,1774177497.431337,2.000000,2.000000,480,640,0.000643,2.646920,-2.577699,2.003033,3.313302,3.175371,0.519085,6.797505,6.797505,6.797505,6.797505,6.797505,6.797505,6.797505,1.330927,1.426331,1.886480,3.745220,0.000643,2.646919,-2.577699
1774177497.729406,485.659000,485.737000,485.371000,1774177497.631222,2.000000,2.000000,480,640,0.000662,2.646887,-2.633534,2.006157,3.192946,3.268719,0.513202,9.999129,9.999129,9.999129,9.999129,9.999129,9.999129,1.336907,1.336814,1.467080,2.012816,4.430334,0.000662,2.646887,-2.633534
1774177497.829151,485.759000,485.837000,485.371000,1774177497.631222,2.000000,2.000000,480,640,0.000514,2.646861,-2.688440,1.998712,3.185271,3.541448,0.507463,9.999771,9.999771,9.999771,9.999771,9.999771,9.999771,1.342579,1.344990,1.513770,2.159979,3.363495,0.000514,2.646861,-2.688440
1774177497.929466,485.859000,485.937000,485.871000,1774177497.831246,2.000000,2.000000,480,640,0.000692,2.646835,-2.742379,2.001203,3.171294,0.505473,0.501871,10.003358,10.003358,10.003358,10.003358,10.003358,10.003358,1.348167,1.357108,1.567029,2.333168,2.452079,0.000692,2.646835,-2.742379
1774177498.029447,485.959000,486.037000,485.871000,1774177497.831246,2.000000,2.000000,480,640,0.000599,2.646814,-2.795390,2.002893,3.162673,0.497578,0.496489,10.006144,10.006144,10.006144,10.006144,10.006144,10.006144,1.353592,1.373087,1.627493,2.538854,2.001487,0.000599,2.646814,-2.795390
1774177498.129505,486.059000,486.137000,485.871000,1774177498.031196,2.000000,2.000000,480,640,0.000620,2.646800,-2.847494,2.036208,3.155172,0.491209,0.491173,6.745223,6.745223,6.745223,6.745223,6.745223,6.745223,1.358855,1.392901,1.695950,2.785965,2.003252,0.000620,2.646800,-2.847494
1774177498.233240,486.159000,486.237000,485.871000,1774177498.031196,2.000000,2.000000,480,640,0.000825,2.646787,-2.898665,3.572902,3.155013,0.486085,0.486856,6.741068,6.741068,6.741068,6.741068,6.741068,6.741068,1.363947,1.416577,1.773371,3.087114,2.004779,0.000825,2.646787,-2.898665
1774177498.329181,486.259000,486.337000,486.271000,1774177498.231404,2.000000,2.000000,480,640,0.000065,2.646788,-2.949009,3.391850,3.152231,0.481229,0.483991,6.739860,6.739860,6.739860,6.739860,6.739860,6.739860,1.368861,1.444186,1.860955,3.460762,2.006059,0.000065,2.646788,-2.949009
1774177498.429565,486.359000,486.437000,486.271000,1774177498.231404,2.000000,2.000000,480,640,0.003472,2.646867,-2.999179,3.237001,3.148290,0.476478,6.737571,6.737571,6.737571,6.737571,6.737571,6.737571,6.737571,1.373563,1.476154,1.961231,3.940543,2.007423,0.003472,2.646867,-2.999179
1774177498.529811,486.459000,486.537000,486.472000,1774177498.431174,2.000000,2.000000,480,640,0.003635,2.646934,-3.048480,3.147069,3.289890,0.471992,10.008884,10.008884,10.008884,10.008884,10.008884,10.008884,1.378115,1.378027,1.512506,2.075550,4.571140,2.008585,0.003635,2.646934,-3.048480
1774177498.629246,486.559000,486.637000,486.571000,1774177498.431174,2.000000,2.000000,480,640,0.003066,2.647045,-3.097631,3.149122,0.475378,0.467701,10.008171,10.008171,10.008171,10.008171,10.008171,10.008171,1.382308,1.384363,1.553882,2.207653,3.224073,2.009783,0.003066,2.647045,-3.097631
1774177498.729339,486.659000,486.737000,486.671000,1774177498.631229,2.000000,2.000000,480,640,0.004174,2.647365,3.134744,3.151999,0.467669,0.463624,10.007599,10.007599,10.007599,10.007599,10.007599,10.007599,1.386396,1.393900,1.600915,2.361933,2.394355,2.011155,0.004174,2.647365,3.134744
1774177498.829203,486.759000,486.837000,486.771000,1774177498.631229,2.000000,2.000000,480,640,0.003073,2.647618,3.085990,3.151416,0.461266,0.459783,10.009043,10.009043,10.009043,10.009043,10.009043,10.009043,1.390275,1.407040,1.656015,2.550208,2.013664,2.022843,0.003073,2.647618,3.085990
1774177498.929247,486.859000,486.937000,486.871000,1774177498.831258,2.000000,2.000000,480,640,0.002177,2.647711,3.039003,3.156810,0.456317,0.456085,6.742105,6.742105,6.742105,6.742105,6.742105,6.742105,1.393955,1.423001,1.715581,2.763915,2.014790,3.753121,0.002177,2.647711,3.039003
1774177499.029190,486.959000,487.037000,486.871000,1774177498.831258,2.000000,2.000000,480,640,0.000399,2.647778,2.992764,3.166157,0.452629,0.452863,6.719132,6.719132,6.719132,6.719132,6.719132,6.719132,1.397387,1.441970,1.781623,3.015779,2.015380,3.559237,0.000399,2.647778,2.992764
1774177499.129593,487.059000,487.137000,487.071000,1774177499.031233,2.000000,2.000000,480,640,0.000363,2.647817,2.947040,3.144820,0.449332,0.450703,10.020193,10.020193,10.020193,10.020193,10.020193,10.020193,1.400687,1.464169,1.855604,3.319675,2.015906,3.393252,0.000363,2.647817,2.947040
1774177499.229502,487.159000,487.237000,487.171000,1774177499.031233,2.000000,2.000000,480,640,0.000287,2.647861,2.901527,3.148435,0.446178,10.016664,10.016664,10.016664,10.016664,10.016664,10.016664,10.016664,1.403905,1.489738,1.938720,3.693285,2.023226,3.250009,0.000287,2.647861,2.901527
1774177499.329417,487.259000,487.337000,487.171000,1774177499.231268,2.000000,2.000000,480,640,0.000532,2.647907,2.856142,3.172796,0.443165,6.714393,6.714393,6.714393,6.714393,6.714393,6.714393,6.714393,1.406843,1.518997,2.032959,4.166256,2.025035,3.160108,0.000532,2.647907,2.856142
1774177499.438189,487.359000,487.437000,487.372000,1774177499.231268,2.000000,2.000000,480,640,0.000576,2.647957,2.810790,0.451538,0.440356,10.027593,10.027593,10.027593,10.027593,10.027593,10.027593,1.409669,1.409755,1.552293,2.140486,4.784329,2.025562,3.139303,0.000576,2.647957,2.810790
